id,nationality,visa_type,consulate,submission_date,decision_date,processing_days,documents_submitted,document_count,sponsor_type,prior_travel,status
case_004281,Germany,H-1B,Mexico City,2024-11-09,2025-03-24,135,"['Employment Letter', 'I-797', 'Resume', 'Passport', 'DS-160', 'Fee Receipt', 'Photo']",7,family,False,approved
case_004429,Nigeria,F-1,Hyderabad,2024-11-09,2024-12-26,47,"['Financial Docs', 'I-20', 'Transcripts', 'Property Docs', 'Passport', 'Bank Statement', 'DS-160', 'Fee Receipt', 'Photo', 'Tax Returns']",10,government,False,approved
case_000780,China,B1/B2,London,2024-11-09,2024-11-30,21,"['Travel Itinerary', 'Passport', 'Invitation Letter', 'DS-160', 'Fee Receipt', 'Photo']",6,self,False,approved
case_000825,Germany,F-1,Tokyo,2024-11-09,2024-12-20,41,"['Travel Itinerary', 'Financial Docs', 'I-20', 'Transcripts', 'Property Docs', 'Passport', 'DS-160', 'Fee Receipt', 'Photo']",9,employer,True,approved
case_002364,Japan,H-1B,London,2024-11-09,2025-01-22,74,"['Travel Itinerary', 'Employment Letter', 'I-797', 'Resume', 'Passport', 'DS-160', 'Fee Receipt', 'Photo']",8,employer,False,approved
case_004818,United Kingdom,F-1,Shanghai,2024-11-09,2024-12-21,42,"['Travel Itinerary', 'Financial Docs', 'I-20', 'Passport', 'Bank Statement', 'DS-160', 'Fee Receipt', 'Photo']",8,self,False,approved
case_004942,Taiwan,F-1,Seoul,2024-11-09,2024-12-18,39,"['Financial Docs', 'I-20', 'Transcripts', 'Passport', 'Bank Statement', 'DS-160', 'Fee Receipt', 'Photo']",8,family,False,approved
case_001262,Brazil,B1/B2,Guangzhou,2024-11-09,2024-12-01,22,"['Property Docs', 'Passport', 'Invitation Letter', 'DS-160', 'Bank Statement', 'Fee Receipt', 'Photo']",7,government,False,approved
case_000895,Bangladesh,F-1,Mexico City,2024-11-09,2024-12-22,43,"['Financial Docs', 'I-20', 'Transcripts', 'Passport', 'Bank Statement', 'DS-160', 'Fee Receipt', 'Photo']",8,family,False,approved
case_004805,Pakistan,B1/B2,Beijing,2024-11-09,2024-12-12,33,"['Passport', 'Invitation Letter', 'DS-160', 'Fee Receipt', 'Photo']",5,family,False,denied
case_002610,Nigeria,B1/B2,Shanghai,2024-11-09,2024-12-14,35,"['Passport', 'Invitation Letter', 'DS-160', 'Fee Receipt', 'Photo']",5,self,False,rfe
case_002436,India,H-1B,Frankfurt,2024-11-09,2025-02-11,94,"['Employment Letter', 'I-797', 'Resume', 'Passport', 'DS-160', 'Fee Receipt', 'Photo', 'Tax Returns']",8,government,False,approved
case_001232,India,F-1,Guadalajara,2024-11-09,2024-12-10,31,"['Financial Docs', 'I-20', 'Transcripts', 'Passport', 'Bank Statement', 'DS-160', 'Fee Receipt', 'Photo']",8,government,False,approved
case_001525,Nigeria,F-1,Toronto,2024-11-10,2024-12-11,31,"['Financial Docs', 'I-20', 'Transcripts', 'Property Docs', 'Passport', 'Bank Statement', 'DS-160', 'Fee Receipt', 'Photo']",9,employer,True,approved
case_003506,Vietnam,B1/B2,Shanghai,2024-11-10,2024-12-09,29,"['Passport', 'Invitation Letter', 'DS-160', 'Bank Statement', 'Fee Receipt', 'Photo']",6,employer,False,approved
case_000709,Germany,J-1,New Delhi,2024-11-10,2024-12-06,26,"['I-20', 'Passport', 'DS-160', 'Fee Receipt', 'Photo']",5,university,True,approved
case_003779,United Kingdom,H-1B,Shanghai,2024-11-10,2025-01-29,80,"['Employment Letter', 'I-797', 'Resume', 'Passport', 'DS-160', 'Fee Receipt', 'Photo']",7,university,False,approved
case_003692,India,H-1B,Tokyo,2024-11-10,2025-05-30,201,"['Employment Letter', 'I-797', 'Resume', 'Property Docs', 'Passport', 'DS-160', 'Fee Receipt', 'Photo']",8,government,True,rfe
case_001061,Nigeria,H-1B,Shanghai,2024-11-10,2025-01-15,66,"['Employment Letter', 'I-797', 'Passport', 'Bank Statement', 'DS-160', 'Fee Receipt', 'Photo', 'Tax Returns']",8,university,False,approved
case_001109,Brazil,F-1,Ciudad Juarez,2024-11-10,2024-12-05,25,"['Travel Itinerary', 'Financial Docs', 'I-20', 'Transcripts', 'Passport', 'DS-160', 'Fee Receipt', 'Photo', 'Tax Returns']",9,self,True,approved
case_003661,Japan,H-1B,Guadalajara,2024-11-10,2025-02-28,110,"['Travel Itinerary', 'Employment Letter', 'I-797', 'Resume', 'Passport', 'DS-160', 'Fee Receipt', 'Photo']",8,government,False,approved
case_000798,United Kingdom,H-1B,New Delhi,2024-11-11,2025-01-21,71,"['Employment Letter', 'I-797', 'Passport', 'Bank Statement', 'DS-160', 'Fee Receipt', 'Photo', 'Tax Returns']",8,government,False,approved
case_001429,China,B1/B2,Ciudad Juarez,2024-11-11,2024-12-05,24,"['Travel Itinerary', 'Passport', 'Invitation Letter', 'DS-160', 'Fee Receipt', 'Photo', 'Tax Returns']",7,employer,False,approved
case_000199,Germany,F-1,Kolkata,2024-11-11,2025-01-21,71,"['Financial Docs', 'I-20', 'Passport', 'DS-160', 'Fee Receipt', 'Photo']",6,family,False,rfe
case_000819,Canada,L-1,Shenyang,2024-11-11,2025-01-05,55,"['Travel Itinerary', 'I-797', 'Passport', 'DS-160', 'Fee Receipt', 'Photo']",6,university,True,approved
case_003075,South Korea,H-1B,Manila,2024-11-11,2025-03-10,119,"['Travel Itinerary', 'Employment Letter', 'I-797', 'Passport', 'DS-160', 'Fee Receipt', 'Photo', 'Tax Returns']",8,self,True,approved
case_001127,Pakistan,H-1B,Kolkata,2024-11-11,2025-05-08,178,"['Employment Letter', 'I-797', 'Resume', 'Passport', 'DS-160', 'Fee Receipt', 'Photo']",7,government,True,rfe
case_000680,Bangladesh,H-1B,Manila,2024-11-11,2025-02-24,105,"['Travel Itinerary', 'Employment Letter', 'I-797', 'Resume', 'Property Docs', 'Passport', 'DS-160', 'Fee Receipt', 'Photo']",9,family,False,approved
case_004919,Philippines,H-1B,Tokyo,2024-11-11,2025-01-21,71,"['Employment Letter', 'I-797', 'Resume', 'Passport', 'Bank Statement', 'DS-160', 'Fee Receipt', 'Photo']",8,employer,False,approved
case_004580,Brazil,H-1B,Mexico City,2024-11-11,2025-03-19,128,"['Travel Itinerary', 'Employment Letter', 'I-797', 'Resume', 'Property Docs', 'Passport', 'DS-160', 'Fee Receipt', 'Photo', 'Tax Returns']",10,employer,False,rfe
case_003931,South Korea,H-1B,Frankfurt,2024-11-11,2025-05-31,201,"['Employment Letter', 'I-797', 'Resume', 'Passport', 'DS-160', 'Fee Receipt', 'Photo', 'Tax Returns']",8,government,False,rfe
case_001470,Brazil,F-1,Guadalajara,2024-11-12,2024-12-08,26,"['Financial Docs', 'I-20', 'Transcripts', 'Passport', 'DS-160', 'Fee Receipt', 'Photo']",7,government,False,approved
case_002947,Mexico,L-1,Manila,2024-11-12,2025-01-18,67,"['Travel Itinerary', 'Employment Letter', 'I-797', 'Passport', 'DS-160', 'Fee Receipt', 'Photo']",7,government,True,approved
case_004258,Philippines,B1/B2,Shenyang,2024-11-12,2024-12-11,29,"['Property Docs', 'Passport', 'Invitation Letter', 'DS-160', 'Fee Receipt', 'Photo']",6,university,True,approved
case_003757,Brazil,F-1,Chennai,2024-11-12,2024-12-07,25,"['Financial Docs', 'I-20', 'Property Docs', 'Passport', 'DS-160', 'Fee Receipt', 'Photo', 'Tax Returns']",8,family,False,approved
case_004413,Taiwan,F-1,Guadalajara,2024-11-12,2024-12-16,34,"['Financial Docs', 'I-20', 'Transcripts', 'Property Docs', 'Passport', 'DS-160', 'Fee Receipt', 'Photo']",8,government,True,approved
case_002218,South Korea,F-1,Toronto,2024-11-12,2024-12-20,38,"['Financial Docs', 'I-20', 'Passport', 'Bank Statement', 'DS-160', 'Fee Receipt', 'Photo']",7,university,False,approved
case_004697,Brazil,F-1,Shenyang,2024-11-12,2024-12-17,35,"['Financial Docs', 'I-20', 'Transcripts', 'Passport', 'Bank Statement', 'DS-160', 'Fee Receipt', 'Photo']",8,family,True,approved
case_001967,United Kingdom,H-1B,Kolkata,2024-11-12,2025-02-22,102,"['Travel Itinerary', 'Employment Letter', 'I-797', 'Passport', 'DS-160', 'Fee Receipt', 'Photo']",7,government,False,denied
case_004944,China,F-1,London,2024-11-12,2024-12-19,37,"['Financial Docs', 'I-20', 'Passport', 'DS-160', 'Fee Receipt', 'Photo']",6,employer,False,approved
case_000053,Japan,H-1B,Seoul,2024-11-12,2025-01-28,77,"['Employment Letter', 'I-797', 'Resume', 'Passport', 'Bank Statement', 'DS-160', 'Fee Receipt', 'Photo']",8,self,False,approved
case_004896,China,F-1,Kolkata,2024-11-12,2024-12-26,44,"['Financial Docs', 'I-20', 'Transcripts', 'Property Docs', 'Passport', 'Bank Statement', 'DS-160', 'Fee Receipt', 'Photo', 'Tax Returns']",10,family,False,approved
case_000395,Taiwan,F-1,Mexico City,2024-11-12,2024-12-31,49,"['Travel Itinerary', 'Financial Docs', 'I-20', 'Transcripts', 'Passport', 'Bank Statement', 'DS-160', 'Fee Receipt', 'Photo']",9,employer,False,approved
case_003848,Canada,L-1,Shanghai,2024-11-12,2025-01-14,63,"['Employment Letter', 'I-797', 'Passport', 'DS-160', 'Fee Receipt', 'Photo', 'Tax Returns']",7,family,False,denied
case_004093,South Korea,H-1B,Guadalajara,2024-11-12,2025-03-13,121,"['Employment Letter', 'I-797', 'Resume', 'Passport', 'Bank Statement', 'DS-160', 'Fee Receipt', 'Photo']",8,employer,False,approved
case_002710,Philippines,H-1B,Chennai,2024-11-12,2025-02-12,92,"['Employment Letter', 'I-797', 'Resume', 'Passport', 'Bank Statement', 'DS-160', 'Fee Receipt', 'Photo', 'Tax Returns']",9,university,False,approved
case_002976,Philippines,H-1B,Ciudad Juarez,2024-11-13,2025-02-14,93,"['Travel Itinerary', 'Employment Letter', 'I-797', 'Property Docs', 'Passport', 'DS-160', 'Fee Receipt', 'Photo']",8,university,False,approved
case_002156,United Kingdom,J-1,Chennai,2024-11-13,2024-12-13,30,"['Travel Itinerary', 'Passport', 'DS-160', 'Fee Receipt', 'Photo']",5,self,False,approved
case_003334,Brazil,H-1B,Ciudad Juarez,2024-11-13,2025-01-14,62,"['Employment Letter', 'I-797', 'Resume', 'Passport', 'DS-160', 'Fee Receipt', 'Photo']",7,family,False,approved
case_000907,Nigeria,H-1B,Tokyo,2024-11-13,2025-03-23,130,"['Employment Letter', 'I-797', 'Passport', 'DS-160', 'Fee Receipt', 'Photo']",6,government,False,approved
case_001149,Taiwan,H-1B,Guadalajara,2024-11-13,2025-05-25,193,"['Employment Letter', 'I-797', 'Resume', 'Passport', 'DS-160', 'Fee Receipt', 'Photo']",7,self,False,rfe
case_000697,Germany,F-1,Toronto,2024-11-13,2024-12-06,23,"['Financial Docs', 'I-20', 'Passport', 'DS-160', 'Fee Receipt', 'Photo']",6,university,False,approved
case_003796,Taiwan,F-1,Ciudad Juarez,2024-11-13,2024-12-21,38,"['Financial Docs', 'I-20', 'Transcripts', 'Passport', 'DS-160', 'Fee Receipt', 'Photo']",7,family,False,approved
case_002053,India,O-1,Guangzhou,2024-11-13,2025-03-06,113,"['Travel Itinerary', 'I-797', 'Passport', 'DS-160', 'Fee Receipt', 'Photo']",6,government,False,rfe
case_004705,United Kingdom,L-1,Toronto,2024-11-13,2025-01-12,60,"['Employment Letter', 'I-797', 'Passport', 'DS-160', 'Fee Receipt', 'Photo', 'Tax Returns']",7,self,False,approved
case_000291,Canada,H-1B,Shanghai,2024-11-13,2025-05-16,184,"['Employment Letter', 'I-797', 'Resume', 'Passport', 'DS-160', 'Fee Receipt', 'Photo', 'Tax Returns']",8,self,False,rfe
case_003011,Mexico,B1/B2,Frankfurt,2024-11-13,2024-11-30,17,"['Travel Itinerary', 'Passport', 'Invitation Letter', 'DS-160', 'Fee Receipt', 'Photo']",6,self,False,approved
case_000951,Vietnam,F-1,Tokyo,2024-11-13,2024-12-16,33,"['Financial Docs', 'I-20', 'Transcripts', 'Passport', 'DS-160', 'Fee Receipt', 'Photo']",7,government,False,approved
case_003550,Canada,B1/B2,Hyderabad,2024-11-13,2024-12-06,23,"['Passport', 'Invitation Letter', 'DS-160', 'Fee Receipt', 'Photo']",5,university,True,approved
case_003887,Taiwan,H-1B,Ciudad Juarez,2024-11-14,2025-02-22,100,"['Employment Letter', 'I-797', 'Passport', 'DS-160', 'Fee Receipt', 'Photo']",6,university,False,approved
case_003468,China,F-1,Guangzhou,2024-11-14,2024-12-27,43,"['Financial Docs', 'I-20', 'Transcripts', 'Property Docs', 'Passport', 'DS-160', 'Fee Receipt', 'Photo']",8,employer,True,approved
case_003123,Philippines,H-1B,Chennai,2024-11-14,2025-03-24,130,"['Employment Letter', 'I-797', 'Resume', 'Passport', 'Bank Statement', 'DS-160', 'Fee Receipt', 'Photo', 'Tax Returns']",9,employer,True,approved
case_004995,Pakistan,O-1,Hyderabad,2024-11-14,2024-12-30,46,"['I-797', 'Resume', 'Property Docs', 'Passport', 'DS-160', 'Fee Receipt', 'Photo']",7,university,False,approved
case_003883,Vietnam,L-1,Guadalajara,2024-11-14,2024-12-28,44,"['I-797', 'Passport', 'DS-160', 'Fee Receipt', 'Photo']",5,government,False,approved
case_001485,Germany,H-1B,Kolkata,2024-11-14,2025-02-24,102,"['Employment Letter', 'I-797', 'Resume', 'Passport', 'DS-160', 'Fee Receipt', 'Photo']",7,employer,False,denied
case_001478,South Korea,H-1B,Hyderabad,2024-11-14,2025-01-23,70,"['Travel Itinerary', 'Employment Letter', 'I-797', 'Passport', 'Bank Statement', 'DS-160', 'Fee Receipt', 'Photo', 'Tax Returns']",9,government,False,approved
case_001240,Nigeria,F-1,Guangzhou,2024-11-14,2025-01-03,50,"['Financial Docs', 'I-20', 'Passport', 'Bank Statement', 'DS-160', 'Fee Receipt', 'Photo']",7,government,True,approved
case_001932,China,B1/B2,Shanghai,2024-11-14,2024-12-04,20,"['Travel Itinerary', 'Passport', 'Invitation Letter', 'DS-160', 'Fee Receipt', 'Photo']",6,university,True,approved
case_004442,Pakistan,H-1B,Manila,2024-11-14,2025-04-11,148,"['Employment Letter', 'I-797', 'Resume', 'Passport', 'Bank Statement', 'DS-160', 'Fee Receipt', 'Photo']",8,family,False,approved
case_002383,Pakistan,H-1B,Shanghai,2024-11-14,2025-03-11,117,"['Employment Letter', 'I-797', 'Resume', 'Passport', 'Bank Statement', 'DS-160', 'Fee Receipt', 'Photo']",8,self,False,approved
case_001823,United Kingdom,H-1B,Shanghai,2024-11-14,2025-02-27,105,"['Employment Letter', 'I-797', 'Resume', 'Passport', 'DS-160', 'Fee Receipt', 'Photo']",7,self,False,approved
case_000942,Nigeria,B1/B2,Mumbai,2024-11-14,2024-11-27,13,"['Travel Itinerary', 'Passport', 'Invitation Letter', 'DS-160', 'Fee Receipt', 'Photo']",6,self,False,approved
case_000408,Vietnam,O-1,Guangzhou,2024-11-14,2025-02-05,83,"['Travel Itinerary', 'I-797', 'Resume', 'Passport', 'DS-160', 'Fee Receipt', 'Photo']",7,university,True,rfe
case_001300,Mexico,H-1B,Hyderabad,2024-11-14,2025-06-05,203,"['Employment Letter', 'I-797', 'Resume', 'Passport', 'DS-160', 'Fee Receipt', 'Photo']",7,university,True,rfe
case_003238,Germany,O-1,Mexico City,2024-11-15,2024-12-18,33,"['I-797', 'Resume', 'Passport', 'DS-160', 'Fee Receipt', 'Photo', 'Tax Returns']",7,family,False,approved
case_000548,Bangladesh,F-1,Mumbai,2024-11-15,2024-12-14,29,"['Travel Itinerary', 'Financial Docs', 'I-20', 'Transcripts', 'Passport', 'DS-160', 'Fee Receipt', 'Photo']",8,employer,False,approved
case_002180,Canada,B1/B2,Guadalajara,2024-11-15,2025-01-03,49,"['Travel Itinerary', 'Passport', 'DS-160', 'Fee Receipt', 'Photo', 'Tax Returns']",6,government,False,rfe
case_000112,Japan,O-1,Manila,2024-11-15,2025-01-24,70,"['I-797', 'Resume', 'Passport', 'DS-160', 'Fee Receipt', 'Photo']",6,university,False,approved
case_001128,South Korea,F-1,Hyderabad,2024-11-15,2024-12-26,41,"['Financial Docs', 'I-20', 'Transcripts', 'Passport', 'Bank Statement', 'DS-160', 'Fee Receipt', 'Photo']",8,government,False,approved
case_002094,China,H-1B,Seoul,2024-11-15,2025-02-17,94,"['Employment Letter', 'I-797', 'Passport', 'DS-160', 'Fee Receipt', 'Photo']",6,government,False,approved
case_004971,Vietnam,H-1B,Shenyang,2024-11-15,2025-01-19,65,"['Employment Letter', 'I-797', 'Resume', 'Passport', 'Bank Statement', 'DS-160', 'Fee Receipt', 'Photo']",8,family,False,denied
case_003055,Bangladesh,H-1B,Guadalajara,2024-11-15,2025-03-12,117,"['Travel Itinerary', 'Employment Letter', 'I-797', 'Resume', 'Property Docs', 'Passport', 'DS-160', 'Fee Receipt', 'Photo']",9,family,False,approved
case_001043,Philippines,B1/B2,Beijing,2024-11-15,2024-12-17,32,"['Passport', 'Invitation Letter', 'DS-160', 'Fee Receipt', 'Photo', 'Tax Returns']",6,university,True,approved
case_000778,Canada,F-1,Manila,2024-11-15,2025-01-30,76,"['Financial Docs', 'I-20', 'Transcripts', 'Passport', 'DS-160', 'Fee Receipt', 'Photo', 'Tax Returns']",8,employer,False,rfe
case_004000,China,F-1,Seoul,2024-11-15,2024-12-09,24,"['Travel Itinerary', 'Financial Docs', 'I-20', 'Property Docs', 'Passport', 'Bank Statement', 'DS-160', 'Fee Receipt', 'Photo']",9,family,False,approved
case_001608,Canada,F-1,New Delhi,2024-11-15,2024-12-20,35,"['Financial Docs', 'I-20', 'Transcripts', 'Passport', 'DS-160', 'Fee Receipt', 'Photo']",7,employer,True,approved
case_002802,Mexico,F-1,Frankfurt,2024-11-15,2024-12-25,40,"['Travel Itinerary', 'Financial Docs', 'I-20', 'Transcripts', 'Passport', 'DS-160', 'Fee Receipt', 'Photo']",8,university,False,approved
case_003537,South Korea,L-1,Ciudad Juarez,2024-11-15,2025-01-11,57,"['Employment Letter', 'I-797', 'Passport', 'DS-160', 'Fee Receipt', 'Photo']",6,family,False,denied
case_003252,Pakistan,F-1,Guadalajara,2024-11-15,2024-12-25,40,"['Financial Docs', 'I-20', 'Transcripts', 'Passport', 'Bank Statement', 'DS-160', 'Fee Receipt', 'Photo']",8,university,False,approved
case_001604,Mexico,H-1B,Seoul,2024-11-15,2025-01-16,62,"['Employment Letter', 'I-797', 'Passport', 'Bank Statement', 'DS-160', 'Fee Receipt', 'Photo', 'Tax Returns']",8,employer,False,approved
case_003141,Nigeria,H-1B,Beijing,2024-11-15,2025-02-08,85,"['Employment Letter', 'I-797', 'Resume', 'Passport', 'Bank Statement', 'DS-160', 'Fee Receipt', 'Photo', 'Tax Returns']",9,family,False,approved
case_000751,Pakistan,H-1B,London,2024-11-15,2025-05-02,168,"['Travel Itinerary', 'Employment Letter', 'I-797', 'Resume', 'Property Docs', 'Passport', 'DS-160', 'Fee Receipt', 'Photo']",9,university,True,rfe
case_002563,India,B1/B2,Guadalajara,2024-11-15,2024-12-11,26,"['Passport', 'Invitation Letter', 'DS-160', 'Fee Receipt', 'Photo']",5,government,True,approved
case_000197,Taiwan,O-1,Guangzhou,2024-11-16,2025-01-27,72,"['I-797', 'Resume', 'Passport', 'Bank Statement', 'DS-160', 'Fee Receipt', 'Photo']",7,self,False,approved
case_001724,Taiwan,F-1,Ciudad Juarez,2024-11-16,2024-12-08,22,"['Travel Itinerary', 'Financial Docs', 'I-20', 'Transcripts', 'Passport', 'DS-160', 'Fee Receipt', 'Photo', 'Tax Returns']",9,self,True,approved
case_000310,South Korea,L-1,New Delhi,2024-11-16,2025-03-07,111,"['Travel Itinerary', 'Employment Letter', 'I-797', 'Passport', 'Bank Statement', 'DS-160', 'Fee Receipt', 'Photo', 'Tax Returns']",9,government,True,rfe
case_000590,Taiwan,F-1,Tokyo,2024-11-16,2024-12-25,39,"['Financial Docs', 'I-20', 'Passport', 'DS-160', 'Fee Receipt', 'Photo']",6,family,False,approved
case_003497,China,H-1B,New Delhi,2024-11-16,2025-02-21,97,"['Employment Letter', 'I-797', 'Resume', 'Passport', 'Bank Statement', 'DS-160', 'Fee Receipt', 'Photo', 'Tax Returns']",9,university,False,approved
case_004694,Japan,F-1,Guangzhou,2024-11-16,2024-12-25,39,"['Financial Docs', 'I-20', 'Property Docs', 'Passport', 'Bank Statement', 'DS-160', 'Fee Receipt', 'Photo']",8,employer,True,approved
case_000645,Vietnam,F-1,Guangzhou,2024-11-16,2024-12-31,45,"['Financial Docs', 'I-20', 'Transcripts', 'Property Docs', 'Passport', 'DS-160', 'Fee Receipt', 'Photo']",8,employer,True,approved
case_000026,Brazil,F-1,Seoul,2024-11-16,2024-12-17,31,"['Financial Docs', 'I-20', 'Property Docs', 'Passport', 'DS-160', 'Fee Receipt', 'Photo']",7,university,False,approved
case_001328,Pakistan,B1/B2,Guadalajara,2024-11-16,2024-11-26,10,"['Passport', 'Invitation Letter', 'DS-160', 'Fee Receipt', 'Photo']",5,employer,True,approved
case_003724,Bangladesh,B1/B2,Kolkata,2024-11-16,2024-12-20,34,"['Travel Itinerary', 'Passport', 'Invitation Letter', 'DS-160', 'Bank Statement', 'Fee Receipt', 'Photo']",7,government,False,approved
case_004314,South Korea,H-1B,Mexico City,2024-11-16,2025-06-10,206,"['Employment Letter', 'I-797', 'Passport', 'DS-160', 'Fee Receipt', 'Photo']",6,government,False,rfe
case_003797,Taiwan,F-1,Mexico City,2024-11-16,2025-01-23,68,"['Travel Itinerary', 'Financial Docs', 'I-20', 'Transcripts', 'Passport', 'DS-160', 'Fee Receipt', 'Photo']",8,government,False,rfe
case_000278,Bangladesh,B1/B2,Mexico City,2024-11-17,2024-12-06,19,"['Passport', 'Invitation Letter', 'DS-160', 'Fee Receipt', 'Photo']",5,university,True,approved
case_000007,South Korea,L-1,Ciudad Juarez,2024-11-17,2025-01-19,63,"['I-797', 'Property Docs', 'Passport', 'DS-160', 'Fee Receipt', 'Photo']",6,university,False,approved
case_001131,Vietnam,B1/B2,Shanghai,2024-11-17,2024-12-01,14,"['Travel Itinerary', 'Property Docs', 'Passport', 'Invitation Letter', 'DS-160', 'Bank Statement', 'Fee Receipt', 'Photo', 'Tax Returns']",9,government,False,approved
case_004103,Vietnam,F-1,Kolkata,2024-11-17,2025-01-05,49,"['Financial Docs', 'I-20', 'Property Docs', 'Passport', 'DS-160', 'Fee Receipt', 'Photo']",7,family,False,approved
case_001225,Brazil,H-1B,Shanghai,2024-11-17,2025-02-18,93,"['Employment Letter', 'I-797', 'Resume', 'Passport', 'DS-160', 'Fee Receipt', 'Photo']",7,family,True,approved
